comment,label
Võ Thị Quỳnh uốn zs nhuộm nè. 🙅 Hy vọng là đừng giống trên kia 😭😭 💀,0
Giải quyết tất cả các vấn đề da. 🤕 Ib em nhé 💗 😢,0
Nguyễn Huyền My ok bae 💀,0
Quả nhạc dell hợp lý tí nào :v 😩,0
Nhật bản nên kiện chủ tịt Chung ra toà tội phỉ báng và vu cáo làm mất danh dự người Nhật ! 🚫,0
Trương Yến 😂😂🤣🤣🤣🤣🤣thật á 🤦,0
@Chinh Nguyen tức nhiên... 😣 Và tức nhiên ... 😒 Con zi chùng... 😩 Tức nhiên...,0
lạy A Lân...hahaha...bắt cụ Trần Dần đi bài quyền y như thật...cười muốn ngoác mồm...:))))))))kkkkk ☠️,0
Bữa này thì hết chỉ thiên luôn! 🤦,0
"Mỹ mà ... 💜 lúc có lợi thì họ dung hết xài rồi vứt, 💚",2
-_- ~ ☠️,0
"Khánh Chi rất đẹp và duyên dáng, dễ thương. 😡 Nhưng hôm nay bị vẻ hào quang quý phái của Cô Minh Hiếu lấn lướt. 😖 Ghê thật. 😩",0
Tên ad làm em cảm thấy yêu đời vl :))) 😿,0
:)))) xém chết 😈,0
"Sống như chó, nhà nhưng thích tuyên truyền. 💓",2
Văn Trường để t dịch luôn : k làm mà đòi có ăn thì ăn đầu B ăn Cuuuuussst 🥵,0
Cực kì thuyết phục ! 🤧,0
"Nguyễn Trọng Thái đợi cái lồn thêm 3 chữ ""địt chị mày"" nữa nhé 😂 🤞",1
Dzui dzẻ 0 quạo 😰,0
rõ ràng a :)) 😭,0
Đzai có gì sai 😂 😞,0
Theo phong trào đi idol 😿,0
chất qua 😒,0
Ý kiến cá nhân là e thấy nghe rất cuốn và bắt tai 😵,0
Lmht2020xthayba nha ae 😩,0
Bảo Bảo tí là bao lâu :)) mừng hết nước mắt ❌,0
Trung Gà may là hoãn chứ k lại thêm 1 lần đau.😁 😤,0
Tú Phạm Anh =))) 🤯,0
"Bọn lừa ưa nặng, quen đưa đít cho nhà nc thông rồi ;)) 🙌",2
Để bạn em đánh hộ thầy 😠,0
Mới nhìn thầy thay đồ mà giờ nằm một cục rồi 😨,0
Khi dịch bệnh mà học sinh thpt vẫn học bình thường 🚫,0
Dcmm cmt bài viết của bố ăn lozz ak cut 😃,2
nhanh v~ 🥶,0
Hớ hớ 🥶,0
Tất nhiên câu nói quá nổi tiếng 😒,0
Nhờ chi kim kết bn zalo mh dc ko.0919677682.cảm ơn nhe. 💔,0
Đường đường là cty đứng nhất nhì việt Nam mà sao để gà cưng của mình bay acc suốt thế :(( với lại hack tk trên 1tr fl đâu có dễ :)) hay lại làm trò để người ta chú ý 🤦,0
rất chi là đẹp trai 🚫,0
Chị ba sao chửi ghê vậy chị 😩,0
I love minh hiếu 😢,0
Thanh xuân như 1 cái ôm 😞,0
Hà Mi Đặng lại đ sai đi :))) 😒,0
Hiện tại mình đg cầu giấy 😌 😑,0
"bắc kim thang, còn lâu mới sợ 😭",0
Bình Aguero Trần . 😞,0
"Mong "" ngày em ra đi"" của cô có trapmix ☠️",0
"Sân bay long thành thiết kế có 2 đường băng, nhưng nhiều đường tham nhũng nên mới 16 tỷ usd.Vậy mà cũng thắc mắc. 🙌",1
Ủng hộ bác♥️ 🙀,0
hahaha... 🛑 nghe mùi chắc là cũng sắm kha khá rồi chớ gì 😈,0
Bin Bin Sếp nhà người ta ko làm mình thất vọng 😷😷😷 😨,0
đúng rồi a ạ 👿,0
😂😂😂🤟🤟🤟🤟 😔,0
Khi nào bác về bác nhận con làm đệ tử nha😁😁😁 😖,0
Ăn sương sương chậu mì tôm vs vài ba con cua hoàng đế thôi :)) 🙀,0
"Giữa tháng năm trời đông mà lạnh quá! 😓 Lạnh này là lạnh nước đá, lạnh đây là lạnh ở ngoài da, lạnh của chị Ba Vàng Ngọc chưa có trả tiền. 🙅 Ngủ trên li quăng mà lăn qua lộn lại, sao em nhớ tiền của chị ba. 😫 Sao chị đi xa mà giựt nợ ở quê nhà. Chị đúng là con gà công nghiệp nha chị Ba",0
Võ Hoài Phong xin videoo :)) 😣,0
Ô nhiễm nhưng vẫn là nơi đáng sống nhất thế giới. 👎,0
Nhung 17 hơi quá r đấy🤦‍♀️ 😩,0
Mấy loại này bỏ tù chục năm vì gieo rắc mầm bệnh cho nó chừa . 🚫,0
Chào cc :))) 😿,0
Hưng Phạm sao mình nhập nó bảo nhận đc huy hiệu jax rồi mà vào game lại k thấy b nhỉ 👿,0
Cang ngay cang ghet tui thp 😁,2
Cực kì thuyết đục ! 😒,0
Hay thật sự 🥰 💢,0
Đem lại tiếng cười... 🙌 ???? 😟 Toàn post bài hãm lồn mới đáng cười :))))))))) 😒,1
after credit chất vl =)) 🤧,0
Ngọc Ngà new year i ăn tết alone homie come my home ăn tết with me ok 🙄,0
Huy Đill chuẩn :> 😞,0
Nguyễn Thành Nam wtf tick xanh 😢,0
Áo xịn quá Abe! 😢,0
"Thời nhỏ tuy có thiếu thốn mọi thứ thật, nhưng đc cái ăn gì cũng sạch! 😐 Con người thật thà chứ không gian manh xảo trá như bây giờ! 🤨 😬😬😬 🤷",1
Hằng Thanh vl đây là cl 🙂 hoa đ gì mà hoa 🙂 💖,2
Top 💔,0
@HYNDRA CHOICE =)) 🤬,0
Buốn của abe 😰,0
Nhắc nhẹ thằng edit 🥴,0
Hoang Yen đi học cũng vậy luôn thì ok 😞,0
Xin video bạn ơi =) 😰,0
Lần đầu đc thầy 3 thả trym 🥵,0
Em theo anh :>> 😓,0
"cảm giác \"" chênh vênh\"" 😔 😧",0
Vaychoconsin1tynhaco 🤬,0
Thằng zô zăn hoá 😇,2
Đảm lớp 11 hỏ :(( 😧,0
Nhìn mà học tập Nguyễn Gia Bảo cầu thủ hơn tỉ của thầy đấy 😤,0
Long Nguyen :))) câm 💫,2
Phan Nhuệ Anh xin giá 👎,0
"Gio lên nói cho thiên ha biết 3 vàng mả nó lừa gat la dc roi, con chuoi chi nua mang khẩu nghiêp 💔",0
Vâng.thằng cc nào cũng ngồi ngoài phán như thánh chờ xong rồi ms vào.chả biết cái đéo j.ng ta làm gì chúng mày biết chắc.biết bao nhiêu vụ ngăn chặn được không đưa ra ng ta báo cáo cho chúng mày à 💚,2
Y vậy :) 🤕,0
Đạt Trần hỏi luôn cho tiện vì lười vào gg đấy 😨,0
Khách mời này Duyên qua 🥰 🤡,0
Làm ơi hãy cho em nghỉ học 😤,0
Hải Phòng không thích lòng vòng :)) 😿,0
Cố lên ❤❤❤ 🤧,0
Thượng tá tình báo quân đội nhân dân Việt Nam Trần Dần 💀,0
Nghỉ ăn mấy con như này cho chắc 😤,0
Tóc này đẹp hơn chứ :(( 👎,0
Được thật sự 😠,0
Đập cho trận đi thầy 😤 🚫,0
"Bữa trước ký dự luật HongKong thì cấm tàu chiến Mỹ ghé qua HongKong, nay cấm j nữa giờ. 🙀 Hay khỏi đánh thuế nữa, cấm hết tàu thương mại của Mỹ vào tàu khựa đi :)) ~,~ 😠",0
"Con so mà, coi kêu cấp cứu lẹ bạn êiii 💀",0
Dung Junn chuẩn đấy chị. 🤒 Buồn cho nữ chính :< 😧,0
:))) giờ thì bên nào cũng đẹp trai vl anh ơi 🥶,0
Ok ko đùa nha 👿,0
Ba nay choi da qua bi hoang tuong 🤗,2
Bé cũng chả bé hẳn. 😫 Lớn cũng chưa lớn hẳn. 😢 Tính cách vẫn ẩm ương :))) chán. 🤕,0
Mộc An mờ ảo quá 🤯,0
Trung tretrau :))) 🤒,0
Bạch Mi Đạo Trưởng viết rồi =))) chạy sang mà xem 😦,0
áo vàng cả áo xanh chơi ống cả nhau 😑,0
❤️❤️❤️❤️❤️❤️❤️ ☠️,0
Nhìn mà muốn vuốt chim vc ((((: 😒,1
Uroku chu cà mo!!! 😿,0
Quoc Anh bạn có đọc rõ cmt của mình hong . 😿 Và mình cũng dag nằm trong dịch vẫn phải đi làm nà bạn ưi:)) 🤧,0
"Buồn ghê, toang liên tục :( 🤷",1
Nguyễn Hữu Nhân không nha kkk 🥶,0
kệ cha chúng mày mọi việc đã có ĐẺNG và đám BÒ ĐỎ ÓC BÒ nó lo. 😄,2
ATM cao lãnh là nguồn thu nhập chính của độ 🙀,0
Cái này admin sai r nhé. 😓,0
Nhà đứa covid19 thứ 17 giàu mà 🙅,0
Clm...:))) 😑,1
cực kì thuyết phục 😞,0
Phuong Phương Anh tham gia di em 😖,0
Uyển Nhi sao ưng k bữa nào cắt quả tóc đó chụp vài bô ảnh nà 🤦,0
Moon Nguyễn M IB T 😠,0
Chua ai ngu bang dan viet nam 🎊,2
Nguoi đẹp Thanh Quôc chua đon  tiêng tri Trầng Dầng zề  Viêt Nam tránh dịch à ? ❌,0
Thu Huyền cắm cơm cho anh ăn này 😭,0
Và thằng cha bảo: Mày xuống xe ngay. 😁 Mất dạy 😚,2
Dô văn quá😂😂😂 💢,0
Óc lợnnnn 🤣 😩,0
Tôi cho là Vượng Vin đang làm chủ đất Việt chứ không phải bộ chính trị. 💝 ! 🙌 Nếu không kiểm soát được quan chức cán bộ thì sẽ bị vặt lông như TVB 🧡,2
Vẫn còn 1 đoá hoa vàng trên đống cứt đen 💢,0
"Kẻ Lãng Du người ta cũng không biết, vì họ cũng chỉ là người tiếp xúc qua khách hàng 😖",0
Chất xám 🥶,0
Phát Võ hút cho lắm vào 💢,0
Chất vãi lolzz 🛑,0
"cái này zui hơn nè ad, Lào cho VN 257k USD viện trợ =)) 🙄",0
Câu hỏi của chương trình ( Ai Là Triệu Phú ) 🥵,0
Thôi xog. 😤 Đúng nơi t sống r🙄🙄🥴🥴 😩,0
"Cô  mình  hiếu  giỏi quá đi,phải  học  hỏi  cô  minh   hiếu 😩",0
Khùng thiệt khùng tới mức bực bội luôn mấy đứa...😄😄😄 🥶,0
"Hôm nay sinh nhật em, ai chúc mừng sinh nhật em đi ạ 😔",0
Bác sĩ và người nhận máu :🤧 💔,0
Chúng tôi đang xem xét coi có phải sinh đôi kh 💢,0
"Có gì mà căng, bị nhiễm chứ gì, sang Việt Nam chúng tôi chữa khỏi hết😏😏 😧",0
Panda thái đã thấy 😿,0
ĐM TOÀN KHOE NG NÀY CÓ CỦA NG KIA CÓ NHÀ MÀ MÌNH ĐÉO CÓ CON MẸ J 🧐,1
Giống thật sự anh ưi 🛑,0
trymakk11 sv3 làm sao nốt giờ trong bình luận được hả bạn? 👿 Chỉ mình với. ☠️ Thanks bạn! 😢,0
Đồ Uyển Đình Ngọc chị có chồng ch :v 😵,0
Cực kì thuyết phục :))) 🛑,0
Nguyen van Giang thắng tới nơi sủa bậy 😨,0
Sống nhanh lên các bạn 🤣🤣 😧,0
Các bạn có thấy các ông mấy bà mấy năm nay toàn đề ra những cái rất là vớ vẩn vô ích vô nghiã không... 😚 Éo thấy làm gì có lợi cho đất nước? 😃,2
Cô Minh Hiếu vui tính ghê 😣,0
"Với những người bị viêm cấp tính thì thời gian bị dị ứng đến khi khỏi tùy thuộc thương tổn, có thể điều trị trong nhiều ngày hoặc lên tới vài tuần lễ. 😿 Để tránh “rước họa vào thân” người tiêu dùng cần biết cách phân biệt nước hoa thật và nhái 🤒",0
Cực kì cute có nhiều tài lẻ 🙂 nhất là cà khịa 😭,0
"Phải khai trừ. 🤏 Ngườ đảg viên mà toàn đi đâu cũng giả danh giữ chức vụ này chjwcs vụ kia, người đảng viên mà đi đánh một đứa trẻ 12tuôi rất hèn hạ. 😕 Phải khai trừ và ko chấp nhận một cơ quan nào làm hết 🤞",1
Bị lừa còn gì. 😑 Rõ ràng cái th lamg bằng bảo làm bằng phôi thật k ai phát hiện đc 😬,1
Con mèo kêu meo meo 😞,0
Dương Chí Hiếu · 11:34 ngày 03/02 🥴,0
Thái Vũ như thần 😧,0
Trứng mà đòi khôn hơn vịt :v 🤧,0
Pham Yen Nhi nhớ Nhi. 💀,0
Thần đồng toán học lỗi lạc nhất lịch sử loài người 🤧,0
Nói chuyện xóc óc 🤲,1
Đặng An . 😡,0
Sống chậm lại nhé mấy ông 🤒,0
Thằng trộm này gốc gác dữ dằn đây ! 😢,0
Xin vid bn ơi 😨,0
Trung sát thủ .... 🤒 cắt cổ mọi đối thủ 🤦,0
Mình không tinh Minh Hiếu la chuyển giới .Vi tiếng noi như giong nữc.Chuc Minh Hiếu luôn vui tươi xinh đẹp. 🤧,0
ăn bom trên nhà thằng adm trốc tôm thôi 😃,2
chuẩn =))) 🚫,0
A...a....a...cái thằng mất dạy nào định tập tành làm sâu mọt của dân đây :v 🙃,1
Cũng có cặp như ai 😤,0
Cách ly clg nữa 🙂 loại này mang thẳng vào nhà hoả táng mà cách biệt! 😘,2
Haizzzz em đi khai giảng nhưng lại đéo chụp hình 😒,0
Anh Trung weeboo =))) ❌,0
củng giống như kô có thể nào thay đổi được loài cộng sản ... 💝,2
Hải Yến tỏ ra thượng đẳng đ gì :)))) đhs t k care lắm ạ đcm đ ai hỏi ý kiến m 🙂,2
"Hoàng Xuân tôm tít nhiều loại, bác thít loại nào, 1tr8 hay 180k 🤣🤣🤣 😔",0
bản thân mong chờ và kì vọng rất nhiều nên tối qua nghe ko thấy hay như mấy bài trc xong sáng ra nghe l2 thấy hay vl ..... ❌ sáng giờ mở nghe suốt . ☠️ Nói chung ủng hộ jack . 🤕 Mong chờ sản phẩm tiếp theo ❤️,0
Đập đá ít thôi thầy 💛,2
Thuyết phục lắm abe 🙂 😬,0
Ông nào ghép quả ảnh hợp lí vcl 👎,0
Đỗ Hồng Nhung thực sự xem để giết thời gian thì oke. 😢 Còn nội dung và diễn xuất thì 4/10 🤯,0
Ngộ nghĩh =))) 😣,0
Sống chậm lại :)) 😿,0
"Thành Vinh có page ba gà và những người bạn đó , liên hệ xem 😒",0
Hoàng oh men :)) 😓,0
mày nhiều huyện coi tự té vô dùi cui chết đó add :v 😵,0
Cuốn vl 😢,0
"1995 & 2019 vẫn đang dùng đường sắt của thực dân Pháp để lại ~,~ 💢",0
Chống tham nhũng ở ViêtNam như kiểu con Mèo ăn miếng mỡ thì bắt được còn Còn cọp ăn con hươu thì đeoa bắt đc 🤗,2
Ngô Hiếu A độ bảo đừng đăng mấy ảnh cu tùng kèm dòng chữ tự ghi vào :) 🚫,0
Bác VŨ ĐỨC ĐAM Tuyệt VỜI vì bác đã có nhiều chiến lược cùng trong thời điểm chống dịch cũng như bác thủ tướng NGUYỄN XUÂN PHÚC Đã đưa da chống dịch như chống giặc thật tuyệt vời 🤡,0
"Phương Minn không mợ chợ vẫn đông , không thích thì không nghe :)) đừng toả vẻ ghê gớm 😞",0
live stream đi a ơi =))) 😵,0
Anh yêu tất cả các em 🙏🙏🙏 🙄,0
"hơi quá lời, thật ra thiên hạ đã chửi còn hơn chó ✋",1
0378705519 cho con với ba oi 🚫,0
Tam An Nguyen cái này phải báo cho lanh ngay... 😭,0
Link hot nè bao phê nh nước cho ae 😓,0
vãi trò hề 🤔,1
Ổn vl ấy 😖,0
- Được sói oiiiii 🥴,0
Ai cung dich corona sau con nho nay khong bi vay ta do khung 🆗,2
Chi deo vang giong linh ca loc qua 💔,0
Ủa còn này là con cua hoàng đế rõ ràng mà 😩,0
Mày k biết phân biệt đâu là giỏi đâu là phá hoại à 😰,0
hi vọng buổi tập huấn diễn ra thành công mặc dù có sự xuất hiện của thầy ! ☠️,0
Tóc này đc nhất a ơi 👿,0
Chị 3  nghe nói dag hầu tòa mà .tội lường gạt 😤,0
"@Dad ‘S - ""Mỹ ác hơn tàu chứ bạn ơi""
Tàu ác hơn Mỹ trăm lần chứ bạn ơi
- ""có lẽ bạn kg biết lịch sử chính phủ Mỹ ...."" Có lẽ bạn không biết lịch sử tàu luôn luôn muốn nuốt chửng nước Việt ta qua mộng bành trướng không ngơi nghỉ. 🎊 - ""nó gian tiếp kg trực tiếp như Trung Quốc ..."" 😘",2
Bảoo Duy thích em nào liên mạc nói mẹ đi :)) 🙅,0
Xin 😓,0
Khi đôi môi anh còn thâm sì. 🤡 Anh nói phét cũng khối ae nghe theo 😂😂😂 😞,0
"Cô Hieu de thương quá.chuc cô nhiều sức khỏe...,💗💗🥰 👎",0
Hôm nay tôi stream thay ông già nhé :)))) 🙀,0
kia là bằng trung học cơ sở mà 🤭 🥴,0
nhìn phát biết anh nào là DJ Chip lun =))) 🤡,0
Cách đây 10 năm có livestream hôn mọi người nhắc mình nhớ xem??? 🤦,0
Thầy tuu 😩,0
Trần Xuka Tránh được tình trạng móc cứt mũi chum tùm lay nữa... 😣 Vì một môi trường thật trong lành... 🤕 👍 ☠️,0
Đúng chất miền tây thiệt thà dễ thương ghê luôn 😓,0
Bạn nói vậy cũng tội idol tui. 🛑 Ông ấy đáng đóng góp cho xã hội bằng cách mang lại tiếng cười cho mọi người. 🥴 Nên bạn đừng xúc phạm ông ấy như vậy :3 😖,0
That su met moi 🚫,0
Đụ má mặt nhìn như đàn ông 🧐,1
Thảo Tino có nha! 🙀 thường thì ngta bán 1tr /1 hộp tôi bán rẻ cho 500k 1 hộp nhé ! 😢,0
thì thầm em nói nhỏ Việt Nam never die💪❤️ 🥶,0
:> oke anhhhh 😦,0
Mà lúc chưa trả tiền còn doạ e cơ 😨,0
Sao mày lấy ảnh tao 🙄,0
được anh oi 🤦,0
Mac ia qua 😏,1
Chiều nay có mang vali tiền đi mua giải không anh ? 😿,0
"Kỳ này 3/// vắng bóng rồi, không có 3/// để chửi nữa đâu , giờ xem hài “ Trầng Dầng “ cho đỡ buồn :))) 😣",0
Ngon đó 😈,0
Bác tài kia kìa toàn da với xương 😑,0
Nhảm loz 😶,1
mì thái siêu cay 😩,0
Mll Merry Mai Kim Trí nha 😿,0
Lineup team nữ Refund em ah 😿,0
Mồm con linh không khác gì như cái lồn trâu 😄😄😄😄😄 🖤,2
Tóc đẹp anh 🤡,0
Nguyễn Hoàng Đức Duy huhuhuuu 😵,0
Dành cả thanh xuân để nghĩ biệt danh cho chúng nó :vv 😩,0
Dũng thằng xàm lol 💚,2
Giờ này coi cừ ỉa yêu cô ❤️❤️ 😨,0
Các bạn tham gia group của mình nha: 😒,0
🤣🤣🤣 trong mùn hong dám cười  sợ mẹ la 😓,0
Chúc mừng thầy nhaaaa dấu bé ba 🚫,0
Ban dung nen lam video nua dơ ban ban sat dan toc minh het ban 🤦,0
Kiên Hoàng mình bán cho ai có nhu cầu thôii bạn ơii! ☠️,0
PR liên quân à 🥵,0
Thật ra thì nộp bhxh cũg tốt. 🤡 Người lđ chỉ nộp 1 ít còn phần nhiều vẫn là doanh nghiệp nộp. 😿 Cái vđề ở đây lq sự khác nhau về luật pháp giữa các nc dẫn tới việc các dn nc ngoài họ có chịu nộp k thôi 😫,0
Lona Trần má đừng có nhớ tới kao trong những khoảnh khắc nhạy cảm nha mạiiii. 😑 Má hơi gê ák... 😫,0
Nói chuyện dễ thương quá...có suy nghĩ chứ ko phải miệng nhanh hơn não như ai kia...mặc dù có chửi bậy nhưng vui mà 🤣🤣🤣 😫,0
Bổ chết moẹ abe bây giờ 😄,2
.....)) 🙅,0
Hoàng tử lợn nè m.. 👎 Phước Trương Hồng 🥵,0
K ATM Cao Lãnh 😂 👿,0
Đức Huy vô nghe thầy giảg bài nha 👿,0
Phía sau sự thành công của một người đàn ông luôn có bóng dáng phụ nữ 🤦,0
Nghe giọng như vừa bị thông vậy :))))) 😢,0
😇😇😇😇😇 😭,0
Hiến máu thì ngta xét nghiệm máu trước rồi mới cho hiến chứ nhỉ? 😞,0
Dạng háng chờ gánh 🤷,1
bên Mina Macro chuẩn quá top đầu luôn nè 🙅,0
"Troi oi, ko nghĩ la cô chuyển giới,... 😑",0
Lần nào nhìn mặt thằng bạn cũng tưởng trùm susan :)) ☠️,0
Chúc Mừng Tiên Tri Vũ Trụ Trần Dần. 😫 Xin ông được mạnh khỏe để cho Trấn Thành và Hoài Linh Ế show. 🛑 🙏 🤬,0
"Chị ơi , chị đẹp lắm nhưng e nhìn trực diện thấy mũi hơi lệch về phía trái một xíu rồi. 😿",0
Sống chậm thôi các mẹ ạ 😞,0
Xin chia buồn cùng GĐ ! 🤧 ADIDAPHAT !! 😵,0
:')) Anh Độ chỉ bảo không thơm má vậy anh có chắc anh không hôn gì trên chị Trang không 😈,0
Ôi anh tôi 💔,0
Đầy tự hào. 😿 Ăn ít mới mạnh vậy đó. 🥴 Ad hiểu hôn😂🤣🤣 👿,0
Chị Hạ Linh sau khi xem bản edit này😂😂 😢,0
oke anh 🤬,0
Ảm ánh emm rồi 👎,0
"I love you "" chu ca mo""  Xuất phát từ đây nek 😩",0
Trung thắng hộ nghe hay hơn nha thầy :D 😡,0
Đình Quang ụa đâu có giải gì bên vn đau ta 🤬,0
Em cũng muốn như anh😆 🤬,0
tóc chất vl 🤧,0
"Dung nen tao khau nghiep cho mih nua,, hay lai cho con chau mih no co dc tieg noi,,, 💢",0
Vcl ạ 🤙,1
Cố lênnn 🙄,0
Thành Huy Hoàng Tiến 🤕,0
Cái đb gì vậy? 🙆,1
Nhìn gớm và tởm vậy 😟,1
"Thôi xong tóc a chí tôi, nay làm vlog đưa djchip đi cạo đầu đi anh 😂😂😂🤣🤣🤣 💢",0
Bây giờ a đang nằm xó nào 😨,0
Bao giờ được thả thì gia đình này nên viết hồi ký hay tiểu thuyết về vụ án oan 😧,0
T nhìn k nhầm thì a ấy dg sấy 6X 🚫,0
"Xây tượng đài, đi du học trước khi về hưu, xây toilet, xây cầu cho chủ tịch xã, xây cáp treo,....Toàn chuyện tốt 🤡",0
Cực kì thuyết phục!. 🙅,0
"Mặt xinh thì tóc xấu cũng xinh, còn mặt xấu tóc đẹp thì cũng k xinh lên đc :)) 😰",0
Chi dep lam 😨,0
thẻ rút kinh nghiệm đấy :)) ❌,0
Nghe vẻ yếu sinh lý nhưng thực ra yếu cả toán lý hóa :))) 👿,0
Đức Toàn ổng đưa link của garena thì liên quan mẹ gì mất acc? 😭,0
Cẩn thận nha dì ơi Trang Vũ 💀,0
Nha tien tri Cop đen 🥶,0
Tự hào thầy Ba gold :)) 😑,0
Đấy là sự khác biệt giữa dân thường và đầy tớ :v 😖,0
Lỡ tay thầy ơi :)) 😑,0
Con mắt của tôi k còn thấy ánh sáng 😩,0
fan cứng đớp đáo đớp để này anh ôi 😡,0
"Công nghệ của cs đã đạt mức thượng thừa rồi, chỉ cần ấn nút là trắng biến thành xanh và biến hóa cả số nữa cơ. 💘 Tư Bản làm được không? 🌟",2
Nhất việt nam :)) 😞,0
bác bên trên nói đúng vl :)) 🤧,0
Corona ăn mất cái ý thức của chị rồi hả chị ơi :) 💖,2
chạy đâu cho khỏi nắng :))) 😓,0
Nguyễn Loan ý anh ý là thịt a đi e 😝 😿,0
Mãnh thú này giống vs nhà em nhưng nhà em sợ mỗi xả với rau má 😦,0
Lê Quang Huấn tôi tin bạn 😤,0
Chào thầy ba gà 😭,0
Phong Chau cười ỉa 😂 🙄,0
Trần Công Luận cô ấy còn tổ chức đám cưới nữa cơ... 😤 Hic.. 😓,0
Nguyễn Minh Thu đây mới gọi là make up artist :))) 😨,0
Tấn Thời nếu như mấy bài trước quài thì nó nhàm 💀,0
nói chuyện nghe Tây vkl :)) 👎,0
Đéo thấy thằng nào bị tử hình... 🤚 vì các nghìn tỷ được bỏ túi đều... 💆 bọn này ăn nghìn tỷ chỗ này... ✋ bọn kia ăn nghìn tỷ chỗ khác... 1 thằng chết là chết cả lũ,1
Da la tien tri thi noi chuyen hay tren the gioi ban chi chuyen chuoi nhau ? 🤧 Do tuc cuoi ! 🥶,0
Mất hình tượng vl 👌,1
"Nói tóm lại là thời gian này A chung đang bị ngáo đá nên toàn nói lung tung, hầu như phát biểu không có chuẩn mực ))) Thương cho Dân thủ đô có người đứng đầu vô liêm sỉ ......... 🆗 Tốt nhất cho A í vào trại cai tiền thôi kkkkkkkk 💖",2
Tôi đã không còn uống sản sản phẩm tân hiệp phát từ lâu 😡,0
Nguyễn Hữu Luân nói đạo lí nhưng giàu thì luôn đúng nhé =)) 😿,0
"Khủng khiếp thật,con số khổng lồ 😔",0
Vừa làm chiều nay xong đây . 🥶 Cứ chỗ uy tín mà làm nhé cá bạn 🥶🥶 😡,0
Giống cách sống của mình vc. 🤕 Chả muốn phải tranh đua với ai điều gì 😭,0
Cuộc sông mưu sinh 🏦 🥶,0
lại xui chị trang cho ăn đòn trận bh 🤣 🥵,0
mui chi co xua kg chi 😭,0
An mac kieu gi ko hieu noi 😿,0
ok plant iuuuu 🙅,0
cảm ơn Bác đã vực dậy tinh thần cho dân 💀,0
"Cái này gồm bảo tàng, trung tâm hội nghị quốc gia, khách sạn marriot, nó là 1 khu, mình nghĩ giá trên bao gồm tất cả. 👎",0
Thả tim cho sự cống hiến của ngài 🤧,0
Thua ! 😧,0
Ở Việt Nam thì có khánh sky..hải ngoại có trần dần..2 danh hài quá xuất sắc.. 🚫,0
"1:22 ai lớp du chu cờ moo, Duyên dáng quá cô ơi 🙀",0
Cụ này mắt mới cắt mý sao ta kkk đấy vnch đấy oai chưa nhìn hoành cháng nhì 😬,0
Coi cười xỉu 🙄,0
Chi ba vang ngoc dep va tre mai 😭,0
"Chần vần một đống, không ai đoán trước được đừng xưng hô tiên tri 😓",0
Du học sinh Úc mà lại 😿,0
Dm báo lá cải.. 😑 Nghĩ gì khi ở qn mà có hơn 30% hộ nghèo.. ☠️ Lên google hỏi xem tỉnh nào kinh tế lớn nhất cả nước 😩,0
Mai Đoàn mới nãy không thấy ai rep cmt vừa rep xong thấy quá tr người luôn 😅 4G như quẹt vậy á 🚫,0
My su 🤦,0
Muốn có 1 cô em trong bộ tộc cùng hợp tác để ra sản phẩm cạnh tranh cùng Tùng 🙂 😞,0
gays lên nn 🤒,0
"@Ngoc Quynh Nhu Nguyen Nó góp ý thì có ngon vào thẳng Facebook Linda mà góp, đm góp trên đây cho cha mẹ nó đọc hả gì. 💗 Thứ ngu mà đéo biết nhận xét 🙂",2
Link đâu thằng kia 😭,0
😮 Nghe lại vẫn ghiền. 😨,0
From Mixi Long An chúc a và gia đình lễ Vui Vẻ 😑,0
Chủ tịch công ty này đc 😭,0
Có vẻ rất thuyết phục nha mn =)) ☠️,0
"Nguyễn Vy Út Tuyền Việt Nam! 😒 3 mấy ca trường học dc nghỉ, nhật 1 vùng đã 80 ca thì lại k thấy động tĩnh... 😡 bất hạnh =)) 🙄",0
Tới quảng cáo coi cũng hay nữa quý dzị😌😌 🤬,0
"Loạn, loạn hết mẹ nó rồi. 😓 Con thắm bây giờ chuyển sang trình bày văn hoa lịch thiệp, thằng ngã cây thì đi làm thiết kế thời trang. 😫 Còn thằng đánh giầy mất con mẹ hút. 😿 Có phải tại giời mưa lâu quá không???",0
2022 ?????? 😵,0
Có ai dịch tiếng Đài Loan và gửi cho chính quyền Đài Loan không ? 😤,0
Vì tương lai em không đeo khâu trang ☠️,0
chậm cái địt mẹ m 🤠,2
:v hổm vừa thấy bên comcom nói cái gì đó ý 😠,0
Tao cầu mong sao ông bà cha mẹ con cái mày tích cực uống thứ nầy nhá 🤬,0
Lý do hôm qua G2 bị sấp mặt Và cũng là dự báo cho vòng 16 tuần sau🙃 😖,0
13:22 cười muốn chết 🙄,0
Mũi chi sao ma méo vay 🤡,0
Ảnh ghép hú hồn cái lol còn nguyên 🤧🤧 🤝,1
Học vị của ông đến mức nào mà vào bình phẩm người khác thế 😤,0
Không sao đâu các anh đã cố gắng hết sức rồi mà. 😫 Giao lưu học hỏi kinh nghiệm có vài pha highlight doạ cho bọn Thái sợ :))) 💢,0
chúc tộc trưởng. 🤬 Sói và cà chị trang và em bé trong bụng nghỉ lễ vui vẻ luôn a 😞,0
Sao ko làm nhạc vui vẻ tí à sao thấy mang tính chất cổ cậy ☠️,0
Luu Hai Long sợ thật a ơi 🛑,0
